title,critic rating(%),audience rating(%),genres,available_date,img_path,genre1,genre2,genre3,genre4,genre5,genre6
THE SOUL COLLECTOR,73.0,78.0,Horror,2020-06-04,data/img/poster-397.jpg,Romance,NaN,NaN,NaN,NaN,NaN
DADDY ISSUES,0.0,0.0,Romance,2020-06-23,data/img/poster-398.jpg,Drama,NaN,NaN,NaN,NaN,NaN
FEEL THE BEAT,47.0,57.0,Drama,2020-06-22,data/img/poster-399.jpg,Horror,NaN,NaN,NaN,NaN,NaN
AQUASLASH,29.0,31.0,Horror,2020-06-23,data/img/poster-400.jpg,Mystery And Thriller, Horror,NaN,NaN,NaN,NaN
YOU SHOULD HAVE LEFT,40.0,23.0,"Mystery And Thriller, Horror",2020-06-19,data/img/poster-401.jpg,Biography, Comedy, Documentary,NaN,NaN,NaN
NEVER BE DONE: THE RICHARD GLEN LETT STORY,100.0,98.0,"Biography, Comedy, Documentary",2020-06-15,data/img/poster-402.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
JACK & YAYA,100.0,0.0,Documentary,2020-07-06,data/img/poster-403.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
THE POLLINATORS,75.0,0.0,Documentary,2020-06-14,data/img/poster-404.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
I LIKE MONEY,50.0,0.0,Comedy,1962-05-18,data/img/poster-405.jpg,Drama,NaN,NaN,NaN,NaN,NaN
THE PRICE OF DESIRE,25.0,0.0,Drama,2020-05-29,data/img/poster-406.jpg,Drama,NaN,NaN,NaN,NaN,NaN
BURDEN,52.0,97.0,Drama,2020-02-28,data/img/poster-407.jpg,Drama,NaN,NaN,NaN,NaN,NaN
THE INFILTRATORS,87.0,0.0,Drama,2020-05-29,data/img/poster-408.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
JUDY & PUNCH,77.0,60.0,Comedy,2020-06-05,data/img/poster-409.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
YOU DON'T NOMI,88.0,58.0,Documentary,2020-06-09,data/img/poster-410.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
SEAHORSE: THE DAD WHO GAVE BIRTH,100.0,0.0,Documentary,2020-06-16,data/img/poster-412.jpg,Romance, Drama,NaN,NaN,NaN,NaN
AND THEN WE DANCED,93.0,95.0,"Romance, Drama",2020-02-07,data/img/poster-413.jpg,Drama,NaN,NaN,NaN,NaN,NaN
TOMMASO,79.0,33.0,Drama,2020-06-05,data/img/poster-414.jpg,Drama,NaN,NaN,NaN,NaN,NaN
THIS TEACHER,100.0,0.0,Drama,2020-06-09,data/img/poster-415.jpg,Drama,NaN,NaN,NaN,NaN,NaN
END OF SENTENCE,93.0,90.0,Drama,2020-05-29,data/img/poster-416.jpg,Comedy, Drama, Music,NaN,NaN,NaN
THE HIGH NOTE,70.0,72.0,"Comedy, Drama, Music",2020-06-25,data/img/poster-417.jpg,Drama, Mystery And Thriller,NaN,NaN,NaN,NaN
SHIRLEY,87.0,55.0,"Drama, Mystery And Thriller",2020-06-05,data/img/poster-419.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
LOST IN AMERICA,100.0,90.0,Documentary,2020-02-28,data/img/poster-420.jpg,Drama,NaN,NaN,NaN,NaN,NaN
THE MAN STANDING NEXT,80.0,100.0,Drama,2020-01-31,data/img/poster-421.jpg,Drama,NaN,NaN,NaN,NaN,NaN
I WILL MAKE YOU MINE,100.0,100.0,Drama,2020-05-29,data/img/poster-422.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
RETURN TO HARDWICK,100.0,100.0,Documentary,2020-06-07,data/img/poster-423.jpg,Comedy, Crime, Drama,NaN,NaN,NaN
DREAMLAND,55.0,0.0,"Comedy, Crime, Drama",2020-06-05,data/img/poster-424.jpg,Comedy, Fantasy, Kids And Family,NaN,NaN,NaN
THINK LIKE A DOG,70.0,50.0,"Comedy, Fantasy, Kids And Family",2020-06-08,data/img/poster-425.jpg,Mystery And Thriller, Action,NaN,NaN,NaN,NaN
DEBT COLLECTORS,82.0,0.0,"Mystery And Thriller, Action",2020-05-29,data/img/poster-426.jpg,Drama, Mystery And Thriller, Crime,NaN,NaN,NaN
THE COLLINI CASE,83.0,65.0,"Drama, Mystery And Thriller, Crime",2020-06-04,data/img/poster-427.jpg,Drama,NaN,NaN,NaN,NaN,NaN
THE ACCOMPANIST,0.0,0.0,Drama,2020-05-30,data/img/poster-428.jpg,Mystery And Thriller, Drama,NaN,NaN,NaN,NaN
A CLEAR SHOT,0.0,0.0,"Mystery And Thriller, Drama",2020-05-28,data/img/poster-429.jpg,Horror,NaN,NaN,NaN,NaN,NaN
THE CANDY WITCH,17.0,0.0,Horror,2020-06-09,data/img/poster-431.jpg,Crime, Mystery And Thriller, Drama,NaN,NaN,NaN
HAMMER,79.0,65.0,"Crime, Mystery And Thriller, Drama",2020-06-04,data/img/poster-432.jpg,Mystery And Thriller,NaN,NaN,NaN,NaN,NaN
BECKY,72.0,56.0,Mystery And Thriller,2020-06-05,data/img/poster-433.jpg,Sci Fi, Action,NaN,NaN,NaN,NaN
THE BLACKOUT,57.0,65.0,"Sci Fi, Action",2020-05-22,data/img/poster-434.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
URSULA VON RYDINGSVARD: INTO HER OWN,100.0,0.0,Documentary,2020-05-29,data/img/poster-435.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
CITIZENS OF THE WORLD,100.0,0.0,Comedy,2021-01-07,data/img/poster-436.jpg,Adventure,NaN,NaN,NaN,NaN,NaN
RAD,40.0,90.0,Adventure,2017-03-13,data/img/poster-437.jpg,Comedy, Animation, Adventure, Kids And Family,NaN,NaN
SCOOB!,47.0,54.0,"Comedy, Animation, Adventure, Kids And Family",2020-05-15,data/img/poster-438.jpg,Crime, Drama, Action, Documentary,NaN,NaN
MIDNIGHT FAMILY,97.0,84.0,"Crime, Drama, Action, Documentary",2019-12-06,data/img/poster-440.jpg,Romance, Drama,NaN,NaN,NaN,NaN
PREMATURE,92.0,68.0,"Romance, Drama",2020-02-21,data/img/poster-441.jpg,Drama,NaN,NaN,NaN,NaN,NaN
FOURTEEN,98.0,58.0,Drama,2020-05-15,data/img/poster-442.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
NOTHING FANCY: DIANA KENNEDY,100.0,0.0,Documentary,2020-05-22,data/img/poster-443.jpg,Romance,NaN,NaN,NaN,NaN,NaN
OLYMPIC DREAMS,70.0,57.0,Romance,2020-02-14,data/img/poster-444.jpg,Drama,NaN,NaN,NaN,NaN,NaN
LUCKY GRANDMA,95.0,69.0,Drama,2020-05-22,data/img/poster-445.jpg,Crime, Biography, Drama,NaN,NaN,NaN
THE TRAITOR,84.0,70.0,"Crime, Biography, Drama",2020-01-31,data/img/poster-446.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
KATE NASH: UNDERESTIMATE THE GIRL,88.0,0.0,Documentary,2020-09-17,data/img/poster-447.jpg,Mystery And Thriller,NaN,NaN,NaN,NaN,NaN
CHAMELEON,100.0,79.0,Mystery And Thriller,2020-05-12,data/img/poster-448.jpg,Drama,NaN,NaN,NaN,NaN,NaN
CASTLE IN THE GROUND,66.0,58.0,Drama,2020-05-15,data/img/poster-449.jpg,Drama, Comedy,NaN,NaN,NaN,NaN
MILITARY WIVES,77.0,59.0,"Drama, Comedy",2020-05-22,data/img/poster-450.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
THE PAINTER AND THE THIEF,97.0,84.0,Documentary,2020-05-22,data/img/poster-452.jpg,Romance,NaN,NaN,NaN,NaN,NaN
"I LOVE YOU, STUPID",63.0,62.0,Romance,2020-05-19,data/img/poster-453.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
THE DALAI LAMA: SCIENTIST,88.0,100.0,Documentary,2020-05-12,data/img/poster-454.jpg,Mystery And Thriller, Action,NaN,NaN,NaN,NaN
VILLAIN,71.0,0.0,"Mystery And Thriller, Action",2020-05-22,data/img/poster-455.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
AKA JANE ROE,88.0,70.0,Documentary,2020-05-23,data/img/poster-456.jpg,Mystery And Thriller, Action,NaN,NaN,NaN,NaN
SURVIVE THE NIGHT,15.0,60.0,"Mystery And Thriller, Action",2020-05-22,data/img/poster-457.jpg,Mystery And Thriller,NaN,NaN,NaN,NaN,NaN
INHERITANCE,25.0,0.0,Mystery And Thriller,2020-05-22,data/img/poster-458.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
THE WRONG MISSY,33.0,51.0,Comedy,2020-05-19,data/img/poster-459.jpg,Comedy, Horror,NaN,NaN,NaN,NaN
GIRLS JUST WANNA HAVE BLOOD,0.0,0.0,"Comedy, Horror",2020-05-26,data/img/poster-460.jpg,Horror,NaN,NaN,NaN,NaN,NaN
EVIL LITTLE THINGS,50.0,0.0,Horror,2020-05-12,data/img/poster-461.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
SCREENED OUT,79.0,0.0,Documentary,2020-05-26,data/img/poster-462.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
THE TRIP TO GREECE,87.0,48.0,Comedy,2020-05-22,data/img/poster-463.jpg,Sci Fi,NaN,NaN,NaN,NaN,NaN
PROXIMITY,39.0,34.0,Sci Fi,2020-05-15,data/img/poster-465.jpg,Mystery And Thriller, Horror,NaN,NaN,NaN,NaN
BODY CAM,46.0,38.0,"Mystery And Thriller, Horror",2020-05-19,data/img/poster-466.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
MAN IN CAMO,100.0,100.0,Documentary,2020-05-29,data/img/poster-468.jpg,Romance, Musical,NaN,NaN,NaN,NaN
VALLEY GIRL,57.0,84.0,"Romance, Musical",2020-05-05,data/img/poster-469.jpg,Drama,NaN,NaN,NaN,NaN,NaN
WORKING MAN,93.0,82.0,Drama,2020-05-05,data/img/poster-470.jpg,Drama,NaN,NaN,NaN,NaN,NaN
DRIVEWAYS,100.0,86.0,Drama,2020-05-08,data/img/poster-471.jpg,Comedy, Horror,NaN,NaN,NaN,NaN
PORNO,81.0,38.0,"Comedy, Horror",2020-05-08,data/img/poster-472.jpg,Comedy, Drama,NaN,NaN,NaN,NaN
SAINT FRANCES,99.0,79.0,"Comedy, Drama",2020-02-28,data/img/poster-473.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
CRSHD,75.0,60.0,Comedy,2020-08-02,data/img/poster-474.jpg,Drama,NaN,NaN,NaN,NaN,NaN
CLEMENTINE,65.0,60.0,Drama,2020-07-14,data/img/poster-475.jpg,Drama, Documentary,NaN,NaN,NaN,NaN
REWIND,100.0,96.0,"Drama, Documentary",2020-06-12,data/img/poster-476.jpg,Drama,NaN,NaN,NaN,NaN,NaN
BULL,90.0,68.0,Drama,2020-04-29,data/img/poster-477.jpg,Comedy, Drama,NaN,NaN,NaN,NaN
ON A MAGICAL NIGHT,65.0,21.0,"Comedy, Drama",2020-08-08,data/img/poster-478.jpg,Drama,NaN,NaN,NaN,NaN,NaN
BEANPOLE,92.0,77.0,Drama,2020-01-29,data/img/poster-479.jpg,Mystery And Thriller, Horror,NaN,NaN,NaN,NaN
Z,97.0,57.0,"Mystery And Thriller, Horror",2020-05-08,data/img/poster-480.jpg,Drama,NaN,NaN,NaN,NaN,NaN
BETTER DAYS,100.0,97.0,Drama,2019-11-08,data/img/poster-481.jpg,Crime, Mystery And Thriller, Drama,NaN,NaN,NaN
A GOOD WOMAN IS HARD TO FIND,92.0,67.0,"Crime, Mystery And Thriller, Drama",2020-05-08,data/img/poster-482.jpg,Horror,NaN,NaN,NaN,NaN,NaN
THE JACK IN THE BOX,20.0,50.0,Horror,2020-05-05,data/img/poster-483.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
GREED,48.0,33.0,Comedy,2020-03-06,data/img/poster-484.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
HOW TO BUILD A GIRL,79.0,56.0,Comedy,2020-05-08,data/img/poster-485.jpg,Drama,NaN,NaN,NaN,NaN,NaN
SWEETNESS IN THE BELLY,40.0,75.0,Drama,2020-05-08,data/img/poster-486.jpg,Mystery And Thriller,NaN,NaN,NaN,NaN,NaN
INTRIGO: DEAR AGNES,40.0,0.0,Mystery And Thriller,2020-05-05,data/img/poster-487.jpg,Crime, Drama,NaN,NaN,NaN,NaN
BLUE STORY,92.0,67.0,"Crime, Drama",2020-05-05,data/img/poster-488.jpg,Romance, Drama,NaN,NaN,NaN,NaN
ANGELFISH,86.0,0.0,"Romance, Drama",2019-11-22,data/img/poster-489.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
NATALIE WOOD: WHAT REMAINS BEHIND,78.0,79.0,Documentary,2020-05-06,data/img/poster-490.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
SPACESHIP EARTH,87.0,61.0,Documentary,2020-05-08,data/img/poster-491.jpg,Comedy, Mystery And Thriller, Crime, Drama,NaN,NaN
ARKANSAS,46.0,52.0,"Comedy, Mystery And Thriller, Crime, Drama",2020-05-05,data/img/poster-492.jpg,Adventure, Animation, Action,NaN,NaN,NaN
JUSTICE LEAGUE DARK: APOKOLIPS WAR,100.0,91.0,"Adventure, Animation, Action",2020-05-05,data/img/poster-493.jpg,Drama,NaN,NaN,NaN,NaN,NaN
18 PRESENTS,60.0,64.0,Drama,2020-05-19,data/img/poster-498.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
BECOMING,93.0,57.0,Documentary,2020-05-07,data/img/poster-499.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
FAME-ISH,88.0,0.0,Comedy,2020-05-12,data/img/poster-500.jpg,Comedy, Animation, Kids And Family,NaN,NaN,NaN
THE WILLOUGHBYS,91.0,64.0,"Comedy, Animation, Kids And Family",2020-04-22,data/img/poster-501.jpg,Drama,NaN,NaN,NaN,NaN,NaN
UNTIL THE BIRDS RETURN,78.0,80.0,Drama,2020-04-28,data/img/poster-502.jpg,Comedy, Horror,NaN,NaN,NaN,NaN
BIT,90.0,40.0,"Comedy, Horror",2020-04-24,data/img/poster-503.jpg,Drama,NaN,NaN,NaN,NaN,NaN
TO THE STARS,81.0,77.0,Drama,2020-04-24,data/img/poster-504.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
PAHOKEE,100.0,0.0,Documentary,2020-06-14,data/img/poster-505.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
DEERSKIN,87.0,67.0,Comedy,2020-06-26,data/img/poster-506.jpg,Drama,NaN,NaN,NaN,NaN,NaN
THE FLOOD,68.0,0.0,Drama,2020-02-28,data/img/poster-507.jpg,History, Drama, War,NaN,NaN,NaN
ROBERT THE BRUCE,44.0,66.0,"History, Drama, War",2020-04-24,data/img/poster-508.jpg,Mystery And Thriller, Horror,NaN,NaN,NaN,NaN
1BR,87.0,52.0,"Mystery And Thriller, Horror",2020-04-24,data/img/poster-509.jpg,Mystery And Thriller, Horror,NaN,NaN,NaN,NaN
THE WRETCHED,74.0,46.0,"Mystery And Thriller, Horror",2020-05-01,data/img/poster-510.jpg,Comedy, Drama,NaN,NaN,NaN,NaN
BAD EDUCATION,94.0,84.0,"Comedy, Drama",2020-04-26,data/img/poster-511.jpg,Drama,NaN,NaN,NaN,NaN,NaN
"ENDINGS, BEGINNINGS",44.0,45.0,Drama,2020-05-01,data/img/poster-512.jpg,Horror,NaN,NaN,NaN,NaN,NaN
BLOOD QUANTUM,90.0,39.0,Horror,2020-04-28,data/img/poster-514.jpg,Drama, Crime, Biography,NaN,NaN,NaN
TRUE HISTORY OF THE KELLY GANG,79.0,41.0,"Drama, Crime, Biography",2020-04-24,data/img/poster-515.jpg,Mystery And Thriller, Horror,NaN,NaN,NaN,NaN
WITCHES IN THE WOODS,57.0,53.0,"Mystery And Thriller, Horror",2020-04-24,data/img/poster-516.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
CAPITAL IN THE TWENTY-FIRST CENTURY,93.0,73.0,Documentary,2020-04-03,data/img/poster-517.jpg,Drama, Romance,NaN,NaN,NaN,NaN
THE PHOTOGRAPH,74.0,81.0,"Drama, Romance",2020-02-14,data/img/poster-518.jpg,Romance,NaN,NaN,NaN,NaN,NaN
VANILLA,87.0,75.0,Romance,2020-04-30,data/img/poster-519.jpg,Drama,NaN,NaN,NaN,NaN,NaN
JAMES VS. HIS FUTURE SELF,100.0,55.0,Drama,2020-04-30,data/img/poster-520.jpg,War, History, Drama,NaN,NaN,NaN
ENEMY LINES,20.0,44.0,"War, History, Drama",2020-04-24,data/img/poster-521.jpg,Mystery And Thriller, Action,NaN,NaN,NaN,NaN
EXTRACTION,67.0,69.0,"Mystery And Thriller, Action",2020-04-25,data/img/poster-522.jpg,Drama,NaN,NaN,NaN,NaN,NaN
15 YEARS,67.0,0.0,Drama,2020-04-28,data/img/poster-523.jpg,Romance,NaN,NaN,NaN,NaN,NaN
THE HALF OF IT,97.0,81.0,Romance,2020-05-02,data/img/poster-524.jpg,Drama,NaN,NaN,NaN,NaN,NaN
ALL DAY AND A NIGHT,57.0,60.0,Drama,2020-05-02,data/img/poster-527.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
EATING UP EASTER,86.0,0.0,Documentary,2020-06-27,data/img/poster-528.jpg,Drama, Documentary,NaN,NaN,NaN,NaN
A SECRET LOVE,100.0,94.0,"Drama, Documentary",2020-04-29,data/img/poster-529.jpg,Mystery And Thriller, Crime, Drama,NaN,NaN,NaN
MRS. SERIAL KILLER,17.0,53.0,"Mystery And Thriller, Crime, Drama",2020-05-02,data/img/poster-530.jpg,Mystery And Thriller,NaN,NaN,NaN,NaN,NaN
THE MENTOR,43.0,100.0,Mystery And Thriller,2020-04-26,data/img/poster-531.jpg,Fantasy, Adventure, Kids And Family, Comedy, Musical, Animation
TROLLS WORLD TOUR,71.0,59.0,"Fantasy, Adventure, Kids And Family, Comedy, Musical, Animation",2020-04-10,data/img/poster-532.jpg,Mystery And Thriller, Action,NaN,NaN,NaN,NaN
THE RHYTHM SECTION,28.0,44.0,"Mystery And Thriller, Action",2020-01-31,data/img/poster-533.jpg,Mystery And Thriller, Sci Fi, Horror,NaN,NaN,NaN
PERFECT,21.0,47.0,"Mystery And Thriller, Sci Fi, Horror",2019-05-17,data/img/poster-534.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
TRUST MACHINE: THE STORY OF BLOCKCHAIN,90.0,83.0,Documentary,2018-10-26,data/img/poster-535.jpg,Crime, Mystery And Thriller, Drama,NaN,NaN,NaN
PLAGUES OF BRESLAU,83.0,50.0,"Crime, Mystery And Thriller, Drama",2020-04-22,data/img/poster-536.jpg,Comedy, Drama,NaN,NaN,NaN,NaN
IMAGINARY ORDER,73.0,50.0,"Comedy, Drama",2020-04-08,data/img/poster-537.jpg,Mystery And Thriller, Horror,NaN,NaN,NaN,NaN
BLUMHOUSE'S FANTASY ISLAND,7.0,48.0,"Mystery And Thriller, Horror",2020-02-14,data/img/poster-539.jpg,Comedy, Drama,NaN,NaN,NaN,NaN
ABE,70.0,70.0,"Comedy, Drama",2020-04-17,data/img/poster-541.jpg,Music, Documentary,NaN,NaN,NaN,NaN
MILES DAVIS: BIRTH OF THE COOL,92.0,82.0,"Music, Documentary",2020-03-10,data/img/poster-542.jpg,Biography, Documentary,NaN,NaN,NaN,NaN
JUMP SHOT: THE KENNY SAILORS STORY,100.0,98.0,"Biography, Documentary",2020-06-02,data/img/poster-543.jpg,Mystery And Thriller, Crime, Drama,NaN,NaN,NaN
STRAY DOLLS,71.0,60.0,"Mystery And Thriller, Crime, Drama",2020-04-08,data/img/poster-544.jpg,Biography, Documentary,NaN,NaN,NaN,NaN
CIRCUS OF BOOKS,98.0,81.0,"Biography, Documentary",2020-04-22,data/img/poster-545.jpg,Mystery And Thriller, Sci Fi, Action, Horror,NaN,NaN
UNDERWATER,47.0,60.0,"Mystery And Thriller, Sci Fi, Action, Horror",2020-01-10,data/img/poster-546.jpg,Drama,NaN,NaN,NaN,NaN,NaN
"A WHITE, WHITE DAY",96.0,0.0,Drama,2020-02-28,data/img/poster-547.jpg,Mystery And Thriller, Horror,NaN,NaN,NaN,NaN
SEA FEVER,86.0,46.0,"Mystery And Thriller, Horror",2020-04-08,data/img/poster-548.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
NO SMALL MATTER,100.0,100.0,Documentary,2020-06-25,data/img/poster-549.jpg,Mystery And Thriller, Horror,NaN,NaN,NaN,NaN
WE SUMMON THE DARKNESS,69.0,33.0,"Mystery And Thriller, Horror",2020-04-10,data/img/poster-550.jpg,Comedy, Mystery And Thriller,NaN,NaN,NaN,NaN
BUTT BOY,70.0,66.0,"Comedy, Mystery And Thriller",2020-04-14,data/img/poster-551.jpg,Biography, Documentary,NaN,NaN,NaN,NaN
CHICHINETTE: THE ACCIDENTAL SPY,80.0,0.0,"Biography, Documentary",2020-04-14,data/img/poster-552.jpg,Drama,NaN,NaN,NaN,NaN,NaN
SERGIO,43.0,51.0,Drama,2020-04-18,data/img/poster-553.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
MAN CAMP,100.0,83.0,Comedy,2020-04-19,data/img/poster-554.jpg,Biography, Documentary,NaN,NaN,NaN,NaN
BORTOM DET SYNLIGA - FILMEN OM HILMA AF KLINT,96.0,0.0,"Biography, Documentary",2020-07-16,data/img/poster-555.jpg,Animation, Adventure, Action,NaN,NaN,NaN
MORTAL KOMBAT LEGENDS: SCORPION'S REVENGE,89.0,86.0,"Animation, Adventure, Action",2020-04-12,data/img/poster-556.jpg,Sci Fi,NaN,NaN,NaN,NaN,NaN
SOUNDWAVE,85.0,0.0,Sci Fi,2020-04-14,data/img/poster-559.jpg,Horror,NaN,NaN,NaN,NaN,NaN
BEHIND YOU,6.0,27.0,Horror,2020-04-15,data/img/poster-560.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
RISING HIGH,33.0,50.0,Comedy,2020-04-18,data/img/poster-561.jpg,Drama,NaN,NaN,NaN,NaN,NaN
ELODIE,67.0,0.0,Drama,2019-10-05,data/img/poster-563.jpg,Comedy, Fantasy, Adventure, Kids And Family,NaN,NaN
SONIC THE HEDGEHOG,63.0,93.0,"Comedy, Fantasy, Adventure, Kids And Family",2020-02-14,data/img/poster-564.jpg,Comedy, Horror,NaN,NaN,NaN,NaN
SHE'S ALLERGIC TO CATS,85.0,0.0,"Comedy, Horror",2016-06-18,data/img/poster-565.jpg,War, Drama,NaN,NaN,NaN,NaN
THE LAST FULL MEASURE,59.0,96.0,"War, Drama",2020-01-24,data/img/poster-566.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
WHAT YOU GONNA DO WHEN THE WORLD'S ON FIRE?,87.0,62.0,Documentary,2020-04-06,data/img/poster-567.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
IT STARTED AS A JOKE,100.0,83.0,Documentary,2020-04-03,data/img/poster-568.jpg,Biography, Drama, Musical,NaN,NaN,NaN
A SONG OF LOVE,60.0,0.0,"Biography, Drama, Musical",2020-04-07,data/img/poster-569.jpg,Comedy, Animation, Adventure,NaN,NaN,NaN
STRIKE,83.0,76.0,"Comedy, Animation, Adventure",2020-04-05,data/img/poster-570.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
SLAY THE DRAGON,100.0,73.0,Documentary,2020-04-03,data/img/poster-571.jpg,Mystery And Thriller, Horror,NaN,NaN,NaN,NaN
BRAHMS: THE BOY II,10.0,44.0,"Mystery And Thriller, Horror",2020-02-21,data/img/poster-572.jpg,Romance,NaN,NaN,NaN,NaN,NaN
ALMOST LOVE,67.0,71.0,Romance,2020-04-03,data/img/poster-573.jpg,Drama, Horror,NaN,NaN,NaN,NaN
THE OTHER LAMB,75.0,33.0,"Drama, Horror",2020-04-03,data/img/poster-574.jpg,Sports And Fitness, Action,NaN,NaN,NaN,NaN
IP MAN 4: THE FINALE,84.0,95.0,"Sports And Fitness, Action",2019-12-25,data/img/poster-576.jpg,Drama,NaN,NaN,NaN,NaN,NaN
NEVER RARELY SOMETIMES ALWAYS,99.0,20.0,Drama,2020-03-13,data/img/poster-577.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
IMPRACTICAL JOKERS: THE MOVIE,35.0,76.0,Comedy,2020-02-28,data/img/poster-578.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
CLOVER,28.0,55.0,Comedy,2020-04-03,data/img/poster-579.jpg,Music, Documentary,NaN,NaN,NaN,NaN
STREETLIGHT HARMONIES,100.0,100.0,"Music, Documentary",2020-03-28,data/img/poster-580.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
LAZY SUSAN,10.0,50.0,Comedy,2020-04-03,data/img/poster-581.jpg,Comedy, Drama,NaN,NaN,NaN,NaN
TURNOVER,100.0,96.0,"Comedy, Drama",2020-04-06,data/img/poster-582.jpg,Documentary,NaN,NaN,NaN,NaN,NaN
CLOSE ENCOUNTERS OF THE FIFTH KIND: CONTACT HAS BEGUN,17.0,81.0,Documentary,2020-04-07,data/img/poster-583.jpg,Comedy, Action,NaN,NaN,NaN,NaN
COFFEE & KAREEM,20.0,30.0,"Comedy, Action",2020-04-04,data/img/poster-585.jpg,Romance,NaN,NaN,NaN,NaN,NaN
SAME BOAT,64.0,100.0,Romance,2020-04-08,data/img/poster-586.jpg,Drama,NaN,NaN,NaN,NaN,NaN
ABOUT A TEACHER,100.0,0.0,Drama,2020-04-17,data/img/poster-587.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
THE MAIN EVENT,26.0,23.0,Comedy,2020-04-11,data/img/poster-588.jpg,Comedy,NaN,NaN,NaN,NaN,NaN
LOVE. WEDDING. REPEAT,32.0,37.0,Comedy,2020-04-11,data/img/poster-589.jpg,Comedy, Drama,NaN,NaN,NaN,NaN
SCHOOL LIFE,90.0,74.0,"Comedy, Drama",2020-04-11,data/img/poster-590.jpg,Mystery And Thriller, Drama, Action,NaN,NaN,NaN
SHOOTING HEROIN,61.0,95.0,"Mystery And Thriller, Drama, Action",2020-04-03,data/img/poster-591.jpg,NaN,NaN,NaN,NaN,NaN,NaN
